1-199 equipable items, 200- potions, 300- scrolls, 400-books, 500- artifacts, 600 quest items 700- message scrolls ;;;;;;;;;;;;;;;;
Item #;Pic File;Name;Value;Equip Stat;Skill Group;Mod1;Mod2;material;ID/Rep/St;Not identified name;Sprite Index;VarA;VarB;Equip X;Equip Y;Notes
280;null;_potion/reagent280;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent280
281;null;_potion/reagent281;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent281
282;null;_potion/reagent282;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent282
283;null;_potion/reagent283;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent283
284;null;_potion/reagent284;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent284
285;null;_potion/reagent285;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent285
286;null;_potion/reagent286;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent286
287;null;_potion/reagent287;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent287
288;null;_potion/reagent288;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent288
289;null;_potion/reagent289;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent289
290;null;_potion/reagent290;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent290
291;null;_potion/reagent291;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent291
292;null;_potion/reagent292;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent292
293;null;_potion/reagent293;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent293
294;null;_potion/reagent294;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent294
295;null;_potion/reagent295;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent295
296;null;_potion/reagent296;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent296
297;null;_potion/reagent297;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent297
298;null;_potion/reagent298;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent298
299;null;_potion/reagent299;0;0;0;0;0;0;0;0;1;0;0;0;0;_potion/reagent299
300;item199;Torch Light;10;Sscroll;Misc;S1;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
301;item199;Fire Bolt;20;Sscroll;Misc;S2;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
302;item199;Fire Resistance;30;Sscroll;Misc;S3;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
303;item199;Fire Aura;40;Sscroll;Misc;S4;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
304;item200;Haste;50;Sscroll;Misc;S5;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
305;item200;Fireball;75;Sscroll;Misc;S6;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
306;item200;Fire Spike;100;Sscroll;Misc;S7;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
307;item202;Immolation;150;Sscroll;Misc;S8;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
308;item202;Meteor Shower;200;Sscroll;Misc;S9;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
309;item202;Inferno;300;Sscroll;Misc;S10;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
310;item201;Incinerate;500;Sscroll;Misc;S11;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
311;item199;Wizard Eye;10;Sscroll;Misc;S12;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
312;item199;Feather Fall;20;Sscroll;Misc;S13;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
313;item199;Air Resistance;30;Sscroll;Misc;S14;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
314;item199;Sparks;40;Sscroll;Misc;S15;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
315;item200;Jump;50;Sscroll;Misc;S16;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
316;item200;Shield;75;Sscroll;Misc;S17;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
317;item200;Lightning Bolt;100;Sscroll;Misc;S18;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
318;item202;Invisibility;150;Sscroll;Misc;S19;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
319;item202;Implosion;200;Sscroll;Misc;S20;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
320;item202;Fly;300;Sscroll;Misc;S21;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
321;item201;Starburst;500;Sscroll;Misc;S22;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
322;item199;Awaken;10;Sscroll;Misc;S23;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
323;item199;Poison Spray;20;Sscroll;Misc;S24;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
324;item199;Water Resistance;30;Sscroll;Misc;S25;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
325;item199;Ice Bolt;40;Sscroll;Misc;S26;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
326;item200;Water Walk;50;Sscroll;Misc;S27;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
327;item200;Recharge Item;75;Sscroll;Misc;S28;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
328;item200;Acid Burst;100;Sscroll;Misc;S29;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
329;item202;Enchant Item;150;Sscroll;Misc;S30;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
330;item202;Town Portal;200;Sscroll;Misc;S31;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
331;item202;Ice Blast;300;Sscroll;Misc;S32;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
332;item201;Lloyd's Beacon;500;Sscroll;Misc;S33;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
333;item199;Stun;10;Sscroll;Misc;S34;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
334;item199;Slow;20;Sscroll;Misc;S35;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
335;item199;Earth Resistance;30;Sscroll;Misc;S36;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
336;item199;Deadly Swarm;40;Sscroll;Misc;S37;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
337;item200;Stone Skin;50;Sscroll;Misc;S38;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
338;item200;Blades;75;Sscroll;Misc;S39;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
339;item200;Stone to Flesh;100;Sscroll;Misc;S40;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
340;item202;Rock Blast;150;Sscroll;Misc;S41;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
341;item202;Telekinesis;200;Sscroll;Misc;S42;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
342;item202;Death Blossom;300;Sscroll;Misc;S43;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
343;item201;Mass Distortion;500;Sscroll;Misc;S44;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
344;item199;Detect Life;10;Sscroll;Misc;S45;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
345;item199;Bless;20;Sscroll;Misc;S46;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
346;item199;Fate;30;Sscroll;Misc;S47;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
347;item199;Turn Undead;40;Sscroll;Misc;S48;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
348;item200;Remove Curse;50;Sscroll;Misc;S49;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
349;item200;Preservation;75;Sscroll;Misc;S50;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
350;item200;Heroism;100;Sscroll;Misc;S51;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
351;item202;Spirit Lash;150;Sscroll;Misc;S52;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
352;item202;Raise Dead;200;Sscroll;Misc;S53;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
353;item202;Shared Life;300;Sscroll;Misc;S54;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
354;item201;Resurrection;500;Sscroll;Misc;S55;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
355;item199;Telepathy;10;Sscroll;Misc;S56;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
356;item199;Remove Fear;20;Sscroll;Misc;S57;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
357;item199;Mind Resistance;30;Sscroll;Misc;S58;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
358;item199;Mind Blast;40;Sscroll;Misc;S59;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
359;item200;Charm;50;Sscroll;Misc;S60;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
360;item200;Cure Paralysis;75;Sscroll;Misc;S61;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
361;item200;Berserk;100;Sscroll;Misc;S62;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
362;item202;Mass Fear;150;Sscroll;Misc;S63;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
363;item202;Cure Insanity;200;Sscroll;Misc;S64;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
364;item202;Psychic Shock;300;Sscroll;Misc;S65;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
365;item201;Enslave;500;Sscroll;Misc;S66;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
366;item199;Cure Weakness;10;Sscroll;Misc;S67;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
367;item199;Heal;20;Sscroll;Misc;S68;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
368;item199;Body Resistance;30;Sscroll;Misc;S69;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
369;item199;Harm;40;Sscroll;Misc;S70;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
370;item200;Regeneration;50;Sscroll;Misc;S71;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
371;item200;Cure Poison;75;Sscroll;Misc;S72;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
372;item200;Hammerhands;100;Sscroll;Misc;S73;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
373;item202;Cure Disease;150;Sscroll;Misc;S74;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
374;item202;Protection from Magic;200;Sscroll;Misc;S75;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
375;item202;Flying Fist;300;Sscroll;Misc;S76;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
376;item201;Power Cure;500;Sscroll;Misc;S77;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
377;item199;Light Bolt;100;Sscroll;Misc;S78;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
378;item199;Destroy Undead;150;Sscroll;Misc;S79;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
379;item199;Dispel Magic;200;Sscroll;Misc;S80;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
380;item199;Paralyze;250;Sscroll;Misc;S81;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
381;item200;Summon Wisp;300;Sscroll;Misc;S82;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
382;item200;Day of the Gods;350;Sscroll;Misc;S83;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
383;item200;Prismatic Light;400;Sscroll;Misc;S84;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
384;item202;Day of Protection;500;Sscroll;Misc;S85;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
385;item202;Hour of Power;600;Sscroll;Misc;S86;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
386;item202;Sunray;750;Sscroll;Misc;S87;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
387;item201;Divine Intervention;1000;Sscroll;Misc;S88;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
388;item199;Reanimate;100;Sscroll;Misc;S89;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
389;item199;Toxic Cloud;150;Sscroll;Misc;S90;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
390;item199;Vampiric Weapon;200;Sscroll;Misc;S91;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
391;item199;Shrinking Ray;250;Sscroll;Misc;S92;1;2;1;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
392;item200;Shrapmetal;300;Sscroll;Misc;S93;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
393;item200;Control Undead;350;Sscroll;Misc;S94;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
394;item200;Pain Reflection;400;Sscroll;Misc;S95;1;2;2;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
395;item202;Dark Grasp;500;Sscroll;Misc;S96;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
396;item202;Dragon Breath;600;Sscroll;Misc;S97;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
397;item202;Armageddon;750;Sscroll;Misc;S98;1;2;5;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
398;item201;Souldrinker;1000;Sscroll;Misc;S99;1;2;10;Scroll;77;0;0;0;0;A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)
399;null;scroll 399;0;0;0;0;0;0;0;0;1;0;0;0;0;scroll 399
400;item207;Torch Light;100;Book;Misc;S1;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
401;item207;Fire Bolt;200;Book;Misc;S2;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
402;item207;Fire Resistance;300;Book;Misc;S3;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
403;item207;Fire Aura;400;Book;Misc;S4;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
404;item208;Haste;500;Book;Misc;S5;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
405;item208;Fireball;750;Book;Misc;S6;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
406;item208;Fire Spike;1000;Book;Misc;S7;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
407;item210;Immolation;1500;Book;Misc;S8;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
408;item210;Meteor Shower;2000;Book;Misc;S9;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
409;item210;Inferno;3000;Book;Misc;S10;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
410;item209;Incinerate;5000;Book;Misc;S11;1;3;15;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Fire magic skill to learn this spell.)
411;item207;Wizard Eye;100;Book;Misc;S12;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
412;item207;Feather Fall;200;Book;Misc;S13;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
413;item207;Air Resistance;300;Book;Misc;S14;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
414;item207;Sparks;400;Book;Misc;S15;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
415;item208;Jump;500;Book;Misc;S16;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
416;item208;Shield;750;Book;Misc;S17;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
417;item208;Lightning Bolt;1000;Book;Misc;S18;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
418;item210;Invisibility;1500;Book;Misc;S19;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
419;item210;Implosion;2000;Book;Misc;S20;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
420;item210;Fly;3000;Book;Misc;S21;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
421;item209;Starburst;5000;Book;Misc;S22;1;3;15;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Air magic skill to learn this spell.)
422;item207;Awaken;100;Book;Misc;S23;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
423;item207;Poison Spray;200;Book;Misc;S24;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
424;item207;Water Resistance;300;Book;Misc;S25;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
425;item207;Ice Bolt;400;Book;Misc;S26;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
426;item208;Water Walk;500;Book;Misc;S27;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
427;item208;Recharge Item;750;Book;Misc;S28;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
428;item208;Acid Burst;1000;Book;Misc;S29;1;3;5;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
429;item210;Enchant Item;1500;Book;Misc;S30;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
430;item210;Town Portal;2000;Book;Misc;S31;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
431;item210;Ice Blast;3000;Book;Misc;S32;1;3;10;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
432;item209;Lloyd's Beacon;5000;Book;Misc;S33;1;3;15;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Water magic skill to learn this spell.)
433;item207;Stun;100;Book;Misc;S34;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)
434;item207;Slow;200;Book;Misc;S35;1;3;1;Learning Book;78;0;0;0;0;A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)
